x1,x2,x3,u,x,y,yref,phiref,rref,deltaref
0.0,0.0,0.0,0.0,0.8287999999999998,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8583999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8879999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9175999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9471999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9767999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0063999999999995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0359999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0655999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0951999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.1247999999999998,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.1543999999999999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.184,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.2136,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.2432,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.2728000000000002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3024000000000002,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3320000000000003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3616000000000004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3912000000000004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4208000000000005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4504000000000006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4800000000000006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5096000000000007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5392000000000008,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.5688000000000009,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.598400000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.628000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.657600000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.6872000000000011,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7168000000000012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7464000000000013,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.7760000000000014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.8056000000000014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.8352000000000015,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.8648000000000016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.8944000000000016,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9240000000000017,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9536000000000018,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.9832000000000019,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0128000000000017,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0424000000000015,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0720000000000014,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.1016000000000012,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.131200000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.160800000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.190400000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2200000000000006,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2496000000000005,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2792000000000003,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.3088,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.3384,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.368,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.3975999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.4271999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.4567999999999994,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.4863999999999993,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.515999999999999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.545599999999999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.575199999999999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.6047999999999987,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.6343999999999985,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.6639999999999984,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.693599999999998,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.723199999999998,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.752799999999998,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.7823999999999978,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.8119999999999976,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.8415999999999975,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.8711999999999973,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.900799999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.930399999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.959999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.9895999999999967,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0191999999999966,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0487999999999964,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0783999999999963,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.107999999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.137599999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.167199999999996,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.1967999999999956,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.2263999999999955,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.2559999999999953,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.285599999999995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.315199999999995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.344799999999995,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.3743999999999947,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.4039999999999946,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.4335999999999944,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.4631999999999943,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.492799999999994,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.522399999999994,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.551999999999994,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.5815999999999937,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.6111999999999935,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.6407999999999934,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.6703999999999932,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.699999999999993,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.729599999999993,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.7591999999999928,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.7887999999999926,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.8183999999999925,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.8479999999999923,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.877599999999992,0.0,0.0,0.0,0.0,0.0
2.6432503538911413e-06,0.00024580571444433077,0.008249479519444228,0.004529183447203813,3.907199999999992,0.0,0.0,0.0,0.0,0.0
2.7792398133855596e-05,0.001752686022491109,0.04497893061504082,0.023299397435101867,3.9367999991057694,2.6432503538911413e-06,0.0,0.0,0.0,0.0
0.00012949805569594132,0.005539900634547464,0.0966048486195342,0.04543146382268772,3.966399953641538,2.7792398133855596e-05,0.0,0.0,0.0,0.0
0.0003850855396022094,0.012241052856474241,0.15939462626902362,0.07117338682879978,3.995999499423314,0.00012949805569594132,0.0,0.0,0.0,0.0
0.0008803325442573053,0.021601946639617193,0.20608337261822146,0.08618738343029993,4.0255972817690555,0.0003850855396022094,0.0,0.0,0.14998875151850913,0.15376327083402572
0.001680297714391192,0.03265430359415806,0.2311933831308615,0.0920771146288361,4.055190375704958,0.0008803325442573053,0.0003,0.014998875151850914,0.24994793618919584,0.06267287019426787
0.0028239636018907444,0.044773331079734975,0.2499660813104324,0.09813705290043795,4.084774595814773,0.001680297714391192,0.0008,0.024994793618919584,0.2997078670047762,0.17824972051135007
0.004335046683290844,0.05734745693063588,0.25251063054475886,0.09635915890403049,4.114344931933343,0.0028239636018907444,0.0017,0.044969661852328535,0.3022539268046338,0.05207843945325568
0.0062240095979306295,0.07040259965565136,0.2669289118676096,0.10384477899563294,4.1438962720552235,0.004335046683290844,0.0028,0.05522018629938297,0.2491633978231235,0.12314751369601472
0.008506343363461306,0.0838315467716711,0.26969767031464437,0.10292642782038994,4.173422945764337,0.0062240095979306295,0.0042,0.06988600163464088,0.30000044672746945,0.11828320892602597
0.011186934796834695,0.09727890069906966,0.26843824814518413,0.10176666004864525,4.20291899628526,0.008506343363461306,0.0059,0.08522023097212991,0.2530284010798725,0.061503007237210465
0.0142643440007367,0.11063631718907503,0.26627389009013325,0.10079135353591709,4.232379051566808,0.011186934796834695,0.0078,0.09518884174262814,0.29847104940259034,0.17733419217835195
0.01773673527521773,0.12399741696894888,0.26786467513959816,0.1020308710648476,4.261798078437104,0.0142643440007367,0.0101,0.11506733591238895,0.3040916024351396,0.05520609774067548
0.021606054075752376,0.1374625172719668,0.27027651455726087,0.10308596597958897,4.291170814530442,0.01773673527521773,0.0126,0.1255980019861421,0.25415292478008455,0.12464729005923299
0.025874416363062445,0.15092643043352671,0.2686015450200562,0.10175840794242061,4.3204915946569855,0.021606054075752376,0.0154,0.1404826283903974,0.24773426020992112,0.06187790148308181
0.030539771130525455,0.16427884324136627,0.26599513854202966,0.10061071629185249,4.349755108061267,0.025874416363062445,0.0184,0.1503714280071342,0.30422564385302747,0.18426359047379337
0.0355996832518852,0.17761740781152602,0.2672974181345096,0.10176656725915273,4.378956589956447,0.030539771130525455,0.0218,0.17090519277570015,0.30375327465583996,0.0464027873774137
0.04105619454253741,0.1910970742098619,0.2711497647248252,0.10366139386066305,4.40809090660473,0.0355996832518852,0.0254,0.1807467554727182,0.2550901312032622,0.13450117245286128
0.04691232097589763,0.20456159641863217,0.2680295644084814,0.10129675679954717,4.437152081583325,0.04105619454253741,0.0293,0.19641420589602637,0.254634634409667,0.0588493414758478
0.05316422990775096,0.2178275222390791,0.26348041574201225,0.09932679606551183,4.466134925579383,0.04691232097589763,0.0334,0.2062102189136849,0.3038464215786138,0.18507226451353573
0.05980481709571106,0.23080774888653713,0.2569765301863091,0.09652539183479104,4.495035455231667,0.05316422990775096,0.0379,0.22679884805388775,0.31478172398479276,0.05700072990919993
0.06682864137343757,0.24381941232047544,0.2624416104816873,0.10062582808989408,4.523850520324038,0.05980481709571106,0.0426,0.23768839131216418,0.25443609835929665,0.12030616944849423
0.07424175045867556,0.2571132071323766,0.2682045864728768,0.10286557309613206,4.552575041355873,0.06682864137343757,0.0476,0.2522424578898174,0.25492144900254976,0.07351193453765847
0.08205027891187515,0.2704771265972781,0.2666505562626838,0.10103767484698643,4.581202032780488,0.07424175045867556,0.0528,0.26318053621241916,0.2674495891606321,0.13302078937049167
0.09025199636382487,0.2836489584710335,0.26125739046483093,0.09833956277757216,4.60972588103189,0.08205027891187515,0.0583,0.27898741680588063,0.30186475617295705,0.1054686365546418
0.0988390547639373,0.29649960582905494,0.25413502995536397,0.09534130820194793,4.638143083741852,0.09025199636382487,0.0641,0.29336701182971486,0.31670090256877004,0.1390976986478133
0.10780290361813709,0.3091503024303505,0.2522539880806734,0.09551310310883214,4.6664514898574785,0.0988390547639373,0.0702,0.31065750706275763,0.26803765050178285,0.051643757105244166
0.11714286845318372,0.32199056688167993,0.2598912949891144,0.10002436997491396,4.694648225893542,0.10780290361813709,0.0765,0.32017077687989315,0.2531009886338176,0.13669869291773987
0.12686620356254033,0.334992429974787,0.2601361027304456,0.09886713456492917,4.722727004108127,0.11714286845318372,0.0831,0.3359676059261394,0.2689082665958725,0.07181250371302962
0.1369750514817154,0.34805204436508486,0.26190817365274704,0.09979867391960563,4.750681622940663,0.12686620356254033,0.0899,0.3470616035394804,0.26899003990000503,0.1325878197285451
0.14747107900499082,0.3611347384788248,0.2614814915569098,0.09926464406605583,4.778506773785769,0.1369750514817154,0.097,0.3628666099161399,0.3158948813199397,0.11987602204475842
0.15835254252780326,0.37405794817930316,0.25641843238704704,0.09655703477218797,4.8061974696556655,0.14747107900499082,0.1044,0.37865109167147437,0.28833329521288753,0.09188571554301371
0.16961139570701622,0.3865987373812182,0.2470169374441895,0.09225168277536423,4.833750696453077,0.15835254252780326,0.112,0.39169993943742865,0.2689643222454491,0.10733351292038829
0.18123758228489398,0.3989543764220534,0.24717765566920888,0.09392999439802772,4.86116612256389,0.16961139570701622,0.1199,0.4055475238960193,0.29562355479279545,0.12435569188916992
0.19323094564931248,0.4114435515318215,0.25155025250069407,0.09630349110066926,4.888441565756261,0.18123758228489398,0.1281,0.4212622949167082,0.28960353592305255,0.09408756075752316
0.20559672766727322,0.42410509742411373,0.25437042083691647,0.09711230008056318,4.915571281604832,0.19323094564931248,0.1365,0.43450787748832453,0.22298730256224641,0.05766054235421335
0.2183379537034615,0.4367750030441157,0.2527391194846137,0.09573962768147934,4.942548939313765,0.20559672766727322,0.1451,0.44356102517293283,0.26902598779269926,0.15896246776156475
0.23145122330677143,0.44919823465122716,0.24556634030463553,0.09207753675350776,4.969370109350188,0.2183379537034615,0.154,0.46141047626759446,0.33478640304113183,0.11285876814864697
0.24492740235868957,0.4613083510148189,0.2399212751361871,0.09019137770418982,4.996033657724681,0.23145122330677143,0.1632,0.477039665477046,0.2913647255931834,0.0969975309547598
0.2587613069096544,0.47345640572582237,0.2450223343499138,0.09394668419353425,5.022539596092705,0.24492740235868957,0.1726,0.4905469488269128,0.24706091984469825,0.07896265165731807
0.27295910005812973,0.48590895917358884,0.25178271839048366,0.09679561791755689,5.0488835252569455,0.2587613069096544,0.1822,0.5017457574615158,0.26740431500700546,0.1296095710761859
0.2875288426110276,0.498545950014366,0.25338849685643583,0.096533928945395,5.075057349509397,0.27295910005812973,0.1921,0.5172873803276133,0.2668801541938437,0.07302686733571163
0.30247211767124965,0.5111043375780882,0.24966184943504366,0.09421628640240691,5.101054400291036,0.2875288426110276,0.2022,0.5284337728809002,0.2913033421014244,0.1547864711714152
0.31778263242604105,0.5233155110178153,0.2405360043456273,0.08983619597230322,5.126871664238621,0.30247211767124965,0.2126,0.5464177145377558,0.31759589996683046,0.09350001802561086
0.33344977434832085,0.5352497341249568,0.23742889197050798,0.08967376731668229,5.15251020747794,0.31778263242604105,0.2232,0.5601933628775833,0.2912016063472811,0.12075082128581602
0.3494690000168697,0.5471327892971155,0.23781842007099366,0.09041312386024343,5.177970389299162,0.33344977434832085,0.2341,0.5755378751724839,0.26426115687515517,0.07288573452969192
0.3658412951252279,0.5591331919314513,0.24149286208694465,0.09236455042895984,5.203249371536115,0.3494690000168697,0.2452,0.5866194785650988,0.24946743067286614,0.11273386844924567
0.382569939453589,0.5711699582685833,0.24022187864705966,0.09104528594920921,5.228341742318743,0.3658412951252279,0.2565,0.6004846182397705,0.2780256755589172,0.1060884004199355
0.3996532876005525,0.5830835555899765,0.236949712227291,0.08946380077400849,5.253243306261819,0.382569939453589,0.268,0.6144220461209905,0.29045343759341535,0.1178960099062035
0.41708955358535343,0.5950843689127053,0.24209561102064941,0.09284241088679365,5.27795246314578,0.3996532876005525,0.2798,0.629529961999112,0.29079062672293876,0.10313617721802742
0.43488135340686324,0.607017187805657,0.23632434959674137,0.08880355654302456,5.30246425885457,0.41708955358535343,0.2918,0.6435011087932844,0.27998282838348487,0.10672675122491693
0.4530222700813475,0.6186778187729121,0.23110263774894232,0.0869127754254081,5.326776311357139,0.43488135340686324,0.304,0.6575282448374605,0.24994793618926425,0.07521346200172313
0.47150717513755247,0.6303281682475663,0.23429833251312684,0.08955038712446793,5.350889832330334,0.4530222700813475,0.3164,0.6684959024122108,0.3207858185196921,0.18731751423013743
0.4903359329100692,0.6418257107011738,0.2270030528711233,0.0850046282111497,5.3748017224659375,0.47150717513755247,0.3291,0.6896068266894297,0.28791762780139396,0.022720210114589953
0.5095033770675487,0.6533078882396403,0.2314338211279689,0.0886710918818276,5.398511444287749,0.4903359329100692,0.342,0.6972876651923502,0.21196905252176212,0.11817974649817102
0.5290144577314815,0.6650567529633521,0.23737990500983872,0.0911862713745057,5.422016139998198,0.5095033770675487,0.355,0.710803731941606,0.3143367457306745,0.14781814472946853
0.5488758497722847,0.6769274512693624,0.23743703515151224,0.09021199395006287,5.445307840210432,0.5290144577314815,0.3683,0.7287213397654176,0.28690305781848724,0.06289083828545756
0.5690874072410839,0.6886877292097938,0.23369229672622108,0.0881464129930229,5.46838107107028,0.5488758497722847,0.3818,0.7394940377234547,0.24885418277565297,0.11609170751674652
0.5896433525694865,0.7001729124093516,0.22699920505447752,0.08510500812319603,5.491234658601683,0.5690874072410839,0.3955,0.7536067580429829,0.3172067968269998,0.1430604239834365
0.6105345661071973,0.7113475815120005,0.22111630018290282,0.08300711485588264,5.513870689767196,0.5896433525694865,0.4094,0.7712147174061547,0.31791405354441915,0.09867834509131247
0.6317545415266953,0.722445949509051,0.22254411624716852,0.08478605658809829,5.536292180307811,0.6105345661071973,0.4236,0.7853981633974249,0.24783755647125427,0.0710327459385716
0.6533057681193463,0.7337724451970804,0.22923245133405093,0.08821658607516501,5.55849782385071,0.6317545415266953,0.4379,0.7959984730532801,0.24729939736173767,0.11672251940077823
0.6751932125713268,0.7450617684108604,0.2234498649118634,0.08391062276571039,5.580480363802521,0.6533057681193463,0.4524,0.8101281031335986,0.2852562042574247,0.11008755793361047
0.6974136022891206,0.7563465292253039,0.2272173904019506,0.08695713588328044,5.602237726105158,0.6751932125713268,0.467,0.8245240934790226,0.28224041739090766,0.10355841666160723
0.7199686099379237,0.76761514396559,0.22412110357667483,0.08461996783625185,5.623767230516714,0.6974136022891206,0.4819,0.8383521448726894,0.3167750248831347,0.14629152631698253
0.7428528119774683,0.7785369724973352,0.21458223698968604,0.07990649954367214,5.645066467256915,0.7199686099379237,0.497,0.856201595967336,0.24902508067731532,0.024939232155606995
0.7660571295005574,0.7893433081816659,0.21717388014482833,0.08294268382678738,5.666139941397552,0.7428528119774683,0.5122,0.8632546529404209,0.281629728457109,0.19769517123699568
0.789579984864721,0.7999773412896044,0.209634031168338,0.07836477842086345,5.686987566149825,0.7660571295005574,0.5277,0.8843645688130469,0.3201948178986358,0.05582268074459592
0.8134165149416598,0.8106516168266166,0.2160969713130058,0.08318829780329236,5.707610565870379,0.789579984864721,0.5433,0.8952741347302845,0.2187057374148471,0.08341824292504395
0.8375725158021451,0.8215308027462153,0.21859160352729026,0.0834649009907491,5.728005745205611,0.8134165149416598,0.559,0.9062351425545316,0.28033068521270854,0.14593013043829514
0.8620519288467549,0.8324919052988912,0.21964944529393543,0.08362374798585591,5.7481663397883835,0.8375725158021451,0.575,0.9233072032515554,0.2805296845242211,0.06726912234062396
0.886855207122911,0.843379134834722,0.21645291223929522,0.08168986046593676,5.768088170209671,0.8620519288467549,0.5911,0.9342881110069537,0.2898280836895939,0.15540971953790897
0.9119776864206266,0.85404191656896,0.21108761433724993,0.07928479172100593,5.787770476213448,0.886855207122911,0.6074,0.9522900116205147,0.290636178003274,0.06563007938795398
0.9374143962531979,0.8646765056884129,0.21377941352708477,0.08167006709241885,5.807215934263548,0.9119776864206266,0.6238,0.9633517288072811,0.2911482363095197,0.15572022371441926
0.9631658277043246,0.8752547160345711,0.2100620149431869,0.0791738845194779,5.826422968498786,0.9374143962531979,0.6404,0.9814048352514667,0.2772909754396957,0.05128821316090036
0.9892284027532727,0.8857193046406977,0.20876962157911572,0.07909297251498996,5.845390687918117,0.9631658277043246,0.6572,0.9910808263512507,0.24962883457922191,0.13103919273564035
1.0156002456597404,0.8961609422654557,0.20887551141472085,0.07936972282582715,5.86411957456718,0.9892284027532727,0.6741,1.006367718709389,0.30690360636060676,0.11734489914028093
1.0422793485166826,0.9064345676441217,0.20316505563595968,0.07621662264520812,5.8826081080411345,1.0156002456597404,0.6911,1.0217711869873114,0.2915485999533929,0.10009903056460917
1.0692580809305698,0.9163999845795253,0.19669332560806937,0.07362924303947771,5.900858188274627,1.0422793485166826,0.7083,1.0355225787047282,0.24913206664978205,0.07793562609550271
1.096530620389307,0.9263784161412508,0.20151812084804793,0.07737275641833086,5.918875128197906,1.0692580809305698,0.7256,1.0466843936522896,0.29146117179208897,0.15474924196383488
1.1241014068865074,0.9365343250534717,0.20420302465771814,0.07803083035730654,5.936656830599051,1.096530620389307,0.7431,1.064668695883937,0.29154648554919005,0.06679040766789869
1.1519744110520151,0.9467886373381129,0.2056848879052513,0.07839035894526337,5.954197293655461,1.1241014068865074,0.7607,1.0758390422072086,0.2234851377972591,0.08495246730760769
1.1801518028525315,0.9570947726855693,0.20641962258819155,0.07854306246670151,5.971492344484921,1.1519744110520151,0.7784,1.087017209663663,0.29077536436941775,0.15383514180533933
1.208632599201728,0.9672334661858324,0.20030190623864275,0.07506001470612884,5.988538910487666,1.1801518028525315,0.7963,1.1049165786441504,0.33553520870512,0.11298221211196109
1.2374094569422296,0.9771111818400056,0.19569143037725734,0.07356339015789119,6.0053392618865145,1.208632599201728,0.8143,1.120570730534175,0.2683567461433656,0.07308839660253574
1.2664760285404102,0.9868275908658198,0.1934039272886714,0.07308724938517225,6.021898075388431,1.2374094569422296,0.8324,1.131752253258487,0.2691484055698212,0.13162063227153709
1.2958285169487265,0.9964299852190185,0.1911285177735892,0.07222486772148706,6.038217719009702,1.2664760285404102,0.8506,1.1474855710911571,0.28916732994917815,0.09340102519977622
1.32546558533393,1.0061077430257492,0.19520038358301817,0.07484531768282912,6.054299485449583,1.2958285169487265,0.869,1.1606689862534048,0.26977022495646485,0.10642306285183468
1.3553897726822763,1.0157699896257821,0.19191897856579948,0.07235505804599705,6.070140007484637,1.32546558533393,0.8874,1.1744625935868036,0.2684319279579439,0.09717636965652936
1.3855984398752583,1.0253517651618278,0.19144344906467997,0.07264890607283886,6.0857381917308055,1.3553897726822763,0.906,1.1875121790491991,0.27000075534462153,0.10838650802120126
1.4160889178884761,1.0347748538736563,0.18643995082861087,0.06998233293354109,6.101094618333828,1.3855984398752583,0.9246,1.2014626691212658,0.3152680491657245,0.14316651825824325
1.4468564766221714,1.04412033317214,0.18722807924802054,0.07126122468098092,6.116211915960064,1.4160889178884761,0.9434,1.2190389839657716,0.26983798714723894,0.049800809930672145
1.477899968957184,1.0533869268496283,0.18404607976877568,0.06938095874353886,6.131090728252895,1.4468564766221714,0.9622,1.2284464678359897,0.26852224763995736,0.15387323344644044
1.509216684295794,1.0626137315023867,0.18486840932153617,0.07037056916444322,6.145731785151004,1.477899968957184,0.9812,1.2458912087297673,0.2692833397847827,0.05093020694145505
1.5408072567395532,1.071894362603233,0.18611712459280783,0.07091710846788271,6.16013485837332,1.509216684295794,1.0002,1.255374801814468,0.3008941107541241,0.186077532999905
1.5726712432379706,1.0810315240621213,0.18045559957388194,0.06759755681171231,6.174297322701317,1.5408072567395532,1.0193,1.2759806198051797,0.26834163086347784,0.009170128227207046
